idx,path,class_idx,class,group,kept_equalized
96,15/Normal/c802cb772192eddb0ff76b9ed2b5d0_big_gallery.jpeg,0,Normal,96,False
98,15/Normal/c5bfed48f429224881e63daf5f1e26_big_gallery.jpeg,0,Normal,98,False
99,15/Normal/c54617b3d769a9fcc9ddee9260055e_big_gallery.jpeg,0,Normal,99,False
100,15/Normal/c433410955a740520c8f94b34e79f5_big_gallery.jpeg,0,Normal,100,False
101,15/Normal/c428ef5933b54c94b2a52534ff5e34_big_gallery.jpeg,0,Normal,101,False
102,15/Normal/c398aa60d4beb3de32f9c6a0e5e416_big_gallery.jpeg,0,Normal,102,False
103,15/Normal/c35ac51fad52eaebfbdb7458d98501_big_gallery.jpeg,0,Normal,103,False
104,15/Normal/c3284e477156516ca0589e2a3b4a42_big_gallery.jpeg,0,Normal,104,False
105,15/Normal/c274da22b3b6fd097caf87f96f88ef_big_gallery.jpeg,0,Normal,105,False
107,15/Normal/c0d3515b055b6e4faab7d460d98ae0_big_gallery.jpeg,0,Normal,107,False
108,15/Normal/c006b6426b89e15188efe9c614e7e8_big_gallery.jpeg,0,Normal,108,False
110,15/Normal/bf99be2ef30dd44c723ebdec293dfe_big_gallery.jpeg,0,Normal,110,False
111,15/Normal/beecf0ef37a69dda10fc53ac9e04da_big_gallery.jpeg,0,Normal,111,True
112,15/Normal/be06499c617bcfafac25ff4290e9d1_big_gallery.jpeg,0,Normal,112,False
114,15/Normal/bd85797453396a05de2059f6e44024_big_gallery.jpeg,0,Normal,114,False
115,15/Normal/bce1df936f7db53462baa7f387ba6d_big_gallery.jpeg,0,Normal,115,False
117,15/Normal/bc171fefb29bb6edd90d439eeb374c_big_gallery.jpeg,0,Normal,117,False
118,15/Normal/bba9b7406612034e841c42cf69cfaa_big_gallery.jpeg,0,Normal,118,False
120,15/Normal/badd72c26b3ea50cf34a4035ccd660_big_gallery.jpeg,0,Normal,120,False
121,15/Normal/ba29d24104918a30130f4003faac71_big_gallery.jpeg,0,Normal,121,False
122,15/Normal/b91a86c716a72300ac2df2fe4b5de2_big_gallery.jpeg,0,Normal,122,False
123,15/Normal/b8c73556e7fa939dddb55e535af190_big_gallery.jpeg,0,Normal,123,False
124,15/Normal/b7553f4853e4af68f573d2eee26bf6_big_gallery.jpeg,0,Normal,124,False
125,15/Normal/b577ff1b56235599620c928d397407_big_gallery.jpeg,0,Normal,125,False
126,15/Normal/b534840a5b29d055b0b33b35645681_big_gallery.jpeg,0,Normal,126,False
129,15/Normal/b13d58314989d1794b144f1bd3240d_big_gallery.jpeg,0,Normal,129,False
130,15/Normal/b12d990df65a025e9d6717c92fe6d9_big_gallery.jpeg,0,Normal,130,False
132,15/Normal/af9344f506c32913e602c8f2388347_big_gallery.jpeg,0,Normal,132,False
133,15/Normal/aecb5bb0f844b2ff9520fa5483fe8e_big_gallery.jpeg,0,Normal,133,False
135,15/Normal/adbca6b685454a02cb77cd98108729_big_gallery.jpeg,0,Normal,135,False
136,15/Normal/ad3926a8475736baa1a8051bbaac92_big_gallery.jpeg,0,Normal,136,False
137,15/Normal/ac9c3d6b52c1d7d7354aae03bf6d4f_big_gallery.jpeg,0,Normal,137,True
138,15/Normal/aac8ff836100228ee4abca105d71b6_big_gallery.jpeg,0,Normal,138,False
141,15/Normal/a972e2bc4192c46e88f7ab8fd73edb_big_gallery.jpeg,0,Normal,141,False
142,15/Normal/a8fc79b5405944b43b4a544605a3ab_big_gallery.jpeg,0,Normal,142,True
144,15/Normal/a7dcf9e97770eb67f1066dc147b902_big_gallery.jpeg,0,Normal,144,False
146,15/Normal/a64d5f5eec7daea40f735dbddd5b39_big_gallery.jpeg,0,Normal,146,False
147,15/Normal/a615a6198c0f3c7eaaaf866c148e0d_big_gallery.jpeg,0,Normal,147,True
148,15/Normal/a5ea947ccc6128c098eb81b7c01ba2_big_gallery.jpeg,0,Normal,148,True
149,15/Normal/a5e1e3151740b2b584269b0f3cc852_big_gallery.jpeg,0,Normal,149,False
150,15/Normal/a5a4f7886328b10f18617ed1f20788_big_gallery.jpeg,0,Normal,150,False
151,15/Normal/a48f59841786939472d26653f532e4_big_gallery.jpeg,0,Normal,151,False
152,15/Normal/a3bc5f5a9c53ebcaaee6ac456b2af4_big_gallery.jpeg,0,Normal,152,False
153,15/Normal/a2919fa916463afa7c5e3ad9558d9e_big_gallery.jpeg,0,Normal,153,False
155,15/Normal/a0bb2f0d1342960ef57bfb16cd53f6_big_gallery.jpeg,0,Normal,155,False
156,15/Normal/a0346a75e0c60e7bd61a8772d93526_big_gallery.jpeg,0,Normal,156,False
158,15/Normal/Normal (98).jpeg,0,Normal,158,False
159,15/Normal/Normal (97).jpeg,0,Normal,159,False
161,15/Normal/Normal (95).jpeg,0,Normal,161,False
162,15/Normal/Normal (94).jpeg,0,Normal,162,False
164,15/Normal/Normal (92).jpeg,0,Normal,164,False
165,15/Normal/Normal (91).jpeg,0,Normal,165,False
167,15/Normal/Normal (9).jpg,0,Normal,167,False
168,15/Normal/Normal (9).jpeg,0,Normal,168,False
170,15/Normal/Normal (88).jpeg,0,Normal,170,False
171,15/Normal/Normal (87).jpeg,0,Normal,171,False
172,15/Normal/Normal (86).jpeg,0,Normal,172,False
176,15/Normal/Normal (82).jpeg,0,Normal,176,False
177,15/Normal/Normal (81).jpeg,0,Normal,177,True
179,15/Normal/Normal (8).jpg,0,Normal,179,False
180,15/Normal/Normal (8).jpeg,0,Normal,180,False
181,15/Normal/Normal (79).jpeg,0,Normal,181,False
182,15/Normal/Normal (78).jpeg,0,Normal,182,False
183,15/Normal/Normal (77).jpeg,0,Normal,183,False
184,15/Normal/Normal (76).jpeg,0,Normal,184,False
185,15/Normal/Normal (75).jpeg,0,Normal,185,False
187,15/Normal/Normal (73).jpeg,0,Normal,187,False
191,15/Normal/Normal (70).jpg,0,Normal,191,False
193,15/Normal/Normal (7).jpg,0,Normal,193,False
194,15/Normal/Normal (7).jpeg,0,Normal,194,False
196,15/Normal/Normal (69).jpeg,0,Normal,196,False
197,15/Normal/Normal (68).jpg,0,Normal,197,False
198,15/Normal/Normal (68).jpeg,0,Normal,198,False
199,15/Normal/Normal (67).jpg,0,Normal,199,False
202,15/Normal/Normal (66).jpeg,0,Normal,202,False
203,15/Normal/Normal (65).jpg,0,Normal,203,False
204,15/Normal/Normal (65).jpeg,0,Normal,204,False
205,15/Normal/Normal (64).jpg,0,Normal,205,False
206,15/Normal/Normal (64).jpeg,0,Normal,206,False
209,15/Normal/Normal (62).jpg,0,Normal,209,False
210,15/Normal/Normal (62).jpeg,0,Normal,210,False
211,15/Normal/Normal (61).jpg,0,Normal,211,False
212,15/Normal/Normal (61).jpeg,0,Normal,212,False
213,15/Normal/Normal (60).jpg,0,Normal,213,True
215,15/Normal/Normal (6).jpg,0,Normal,215,False
216,15/Normal/Normal (6).jpeg,0,Normal,216,False
217,15/Normal/Normal (59).jpg,0,Normal,217,False
218,15/Normal/Normal (59).jpeg,0,Normal,218,True
220,15/Normal/Normal (58).jpeg,0,Normal,220,False
221,15/Normal/Normal (57).jpg,0,Normal,221,False
222,15/Normal/Normal (57).jpeg,0,Normal,222,False
223,15/Normal/Normal (56).jpg,0,Normal,223,False
224,15/Normal/Normal (56).jpeg,0,Normal,224,False
225,15/Normal/Normal (55).jpg,0,Normal,225,False
226,15/Normal/Normal (55).jpeg,0,Normal,226,False
227,15/Normal/Normal (54).jpg,0,Normal,227,False
228,15/Normal/Normal (54).jpeg,0,Normal,228,False
229,15/Normal/Normal (53).jpg,0,Normal,229,False
233,15/Normal/Normal (51).jpg,0,Normal,233,False
234,15/Normal/Normal (51).jpeg,0,Normal,234,False
236,15/Normal/Normal (50).jpeg,0,Normal,236,False
237,15/Normal/Normal (5).jpg,0,Normal,237,False
238,15/Normal/Normal (5).jpeg,0,Normal,238,False
239,15/Normal/Normal (49).jpg,0,Normal,239,False
240,15/Normal/Normal (49).jpeg,0,Normal,240,False
241,15/Normal/Normal (48).jpg,0,Normal,241,False
244,15/Normal/Normal (47).jpeg,0,Normal,244,False
245,15/Normal/Normal (46).jpg,0,Normal,245,False
246,15/Normal/Normal (46).jpeg,0,Normal,246,False
247,15/Normal/Normal (45).jpg,0,Normal,247,False
250,15/Normal/Normal (44).jpeg,0,Normal,250,False
252,15/Normal/Normal (43).jpeg,0,Normal,252,False
253,15/Normal/Normal (42).jpg,0,Normal,253,False
254,15/Normal/Normal (42).jpeg,0,Normal,254,False
255,15/Normal/Normal (41).jpg,0,Normal,255,False
256,15/Normal/Normal (41).jpeg,0,Normal,256,False
257,15/Normal/Normal (40).jpg,0,Normal,257,False
259,15/Normal/Normal (4).jpg,0,Normal,259,True
260,15/Normal/Normal (4).jpeg,0,Normal,260,True
261,15/Normal/Normal (39).jpg,0,Normal,261,False
262,15/Normal/Normal (39).jpeg,0,Normal,262,False
263,15/Normal/Normal (38).jpg,0,Normal,263,False
264,15/Normal/Normal (38).jpeg,0,Normal,264,False
265,15/Normal/Normal (37).jpg,0,Normal,265,False
266,15/Normal/Normal (37).jpeg,0,Normal,266,False
267,15/Normal/Normal (36).jpg,0,Normal,267,False
268,15/Normal/Normal (36).jpeg,0,Normal,268,False
269,15/Normal/Normal (35).jpg,0,Normal,269,False
271,15/Normal/Normal (34).jpg,0,Normal,271,False
272,15/Normal/Normal (34).jpeg,0,Normal,272,False
276,15/Normal/Normal (32).jpeg,0,Normal,276,False
277,15/Normal/Normal (31).jpg,0,Normal,277,False
279,15/Normal/Normal (30).jpg,0,Normal,279,False
281,15/Normal/Normal (3).jpg,0,Normal,281,False
282,15/Normal/Normal (3).jpeg,0,Normal,282,False
283,15/Normal/Normal (29).jpg,0,Normal,283,False
284,15/Normal/Normal (29).jpeg,0,Normal,284,False
287,15/Normal/Normal (27).jpg,0,Normal,287,True
288,15/Normal/Normal (27).jpeg,0,Normal,288,False
289,15/Normal/Normal (26).jpg,0,Normal,289,False
290,15/Normal/Normal (26).jpeg,0,Normal,290,False
291,15/Normal/Normal (25).jpg,0,Normal,291,False
292,15/Normal/Normal (25).jpeg,0,Normal,292,False
295,15/Normal/Normal (23).jpg,0,Normal,295,False
296,15/Normal/Normal (23).jpeg,0,Normal,296,False
297,15/Normal/Normal (22).jpg,0,Normal,297,False
299,15/Normal/Normal (21).jpg,0,Normal,299,False
301,15/Normal/Normal (20).jpg,0,Normal,301,False
302,15/Normal/Normal (20).jpeg,0,Normal,302,False
303,15/Normal/Normal (2).jpg,0,Normal,303,False
304,15/Normal/Normal (2).jpeg,0,Normal,304,False
305,15/Normal/Normal (19).jpg,0,Normal,305,False
306,15/Normal/Normal (19).jpeg,0,Normal,306,False
307,15/Normal/Normal (180).jpeg,0,Normal,0,False
308,15/Normal/Normal (18).jpg,0,Normal,307,False
310,15/Normal/Normal (179).jpeg,0,Normal,1,False
311,15/Normal/Normal (178).jpeg,0,Normal,5,False
312,15/Normal/Normal (177).jpeg,0,Normal,8,False
313,15/Normal/Normal (176).jpeg,0,Normal,9,False
314,15/Normal/Normal (175).jpeg,0,Normal,11,False
315,15/Normal/Normal (174).jpeg,0,Normal,23,False
316,15/Normal/Normal (173).jpeg,0,Normal,22,False
317,15/Normal/Normal (172).jpeg,0,Normal,13,False
318,15/Normal/Normal (171).jpeg,0,Normal,27,False
321,15/Normal/Normal (17).jpeg,0,Normal,310,False
322,15/Normal/Normal (169).jpeg,0,Normal,31,False
323,15/Normal/Normal (168).jpeg,0,Normal,32,False
325,15/Normal/Normal (166).jpeg,0,Normal,33,False
327,15/Normal/Normal (164).jpeg,0,Normal,42,True
328,15/Normal/Normal (163).jpeg,0,Normal,38,True
329,15/Normal/Normal (162).jpeg,0,Normal,40,False
330,15/Normal/Normal (161).jpeg,0,Normal,41,True
331,15/Normal/Normal (160).jpeg,0,Normal,47,False
332,15/Normal/Normal (16).jpg,0,Normal,311,False
333,15/Normal/Normal (16).jpeg,0,Normal,312,False
334,15/Normal/Normal (159).jpeg,0,Normal,61,False
335,15/Normal/Normal (158).jpeg,0,Normal,78,False
336,15/Normal/Normal (157).jpeg,0,Normal,77,False
338,15/Normal/Normal (155).jpeg,0,Normal,74,False
340,15/Normal/Normal (153).jpeg,0,Normal,68,False
341,15/Normal/Normal (152).jpeg,0,Normal,71,False
342,15/Normal/Normal (151).jpeg,0,Normal,76,False
343,15/Normal/Normal (150).jpeg,0,Normal,81,False
345,15/Normal/Normal (15).jpeg,0,Normal,314,False
346,15/Normal/Normal (149).jpeg,0,Normal,82,False
347,15/Normal/Normal (148).jpeg,0,Normal,83,False
348,15/Normal/Normal (147).jpeg,0,Normal,85,False
349,15/Normal/Normal (146).jpeg,0,Normal,84,False
350,15/Normal/Normal (145).jpeg,0,Normal,89,False
352,15/Normal/Normal (143).jpeg,0,Normal,100,False
353,15/Normal/Normal (142).jpeg,0,Normal,99,False
354,15/Normal/Normal (141).jpeg,0,Normal,94,False
355,15/Normal/Normal (140).jpeg,0,Normal,96,False
356,15/Normal/Normal (14).jpg,0,Normal,315,False
357,15/Normal/Normal (14).jpeg,0,Normal,316,True
358,15/Normal/Normal (139).jpeg,0,Normal,101,True
359,15/Normal/Normal (138).jpeg,0,Normal,102,False
360,15/Normal/Normal (137).jpeg,0,Normal,105,False
362,15/Normal/Normal (135).jpeg,0,Normal,103,False
363,15/Normal/Normal (134).jpeg,0,Normal,95,False
364,15/Normal/Normal (133).jpeg,0,Normal,112,False
365,15/Normal/Normal (132).jpeg,0,Normal,114,False
366,15/Normal/Normal (131).jpeg,0,Normal,115,False
367,15/Normal/Normal (130).jpeg,0,Normal,117,False
369,15/Normal/Normal (13).jpeg,0,Normal,318,False
371,15/Normal/Normal (128).jpeg,0,Normal,126,True
372,15/Normal/Normal (127).jpeg,0,Normal,124,False
373,15/Normal/Normal (126).jpeg,0,Normal,130,False
375,15/Normal/Normal (124).jpeg,0,Normal,133,False
376,15/Normal/Normal (123).jpeg,0,Normal,137,False
377,15/Normal/Normal (122).jpeg,0,Normal,153,False
379,15/Normal/Normal (120).jpeg,0,Normal,156,False
380,15/Normal/Normal (12).jpg,0,Normal,319,False
381,15/Normal/Normal (12).jpeg,0,Normal,320,False
382,15/Normal/Normal (119).jpeg,0,Normal,146,False
383,15/Normal/Normal (118).jpeg,0,Normal,151,False
384,15/Normal/Normal (117).jpeg,0,Normal,142,True
385,15/Normal/Normal (116).jpeg,0,Normal,149,False
386,15/Normal/Normal (115).jpeg,0,Normal,321,True
388,15/Normal/Normal (113).jpeg,0,Normal,323,False
389,15/Normal/Normal (112).jpeg,0,Normal,324,False
390,15/Normal/Normal (111).jpeg,0,Normal,325,False
393,15/Normal/Normal (11).jpeg,0,Normal,328,False
397,15/Normal/Normal (106).jpeg,0,Normal,332,False
400,15/Normal/Normal (103).jpeg,0,Normal,335,True
401,15/Normal/Normal (102).jpeg,0,Normal,336,True
402,15/Normal/Normal (101).jpeg,0,Normal,337,False
403,15/Normal/Normal (100).jpeg,0,Normal,338,False
404,15/Normal/Normal (10).jpg,0,Normal,339,False
405,15/Normal/Normal (10).jpeg,0,Normal,340,False
406,15/Normal/Normal (1).jpg,0,Normal,341,False
407,15/Normal/Normal (1).jpeg,0,Normal,342,False
408,15/Normal/9f5804d2f56088029383620c817293_big_gallery.jpeg,0,Normal,224,False
409,15/Normal/9e53678d6e840ecd6f448df7e6ee90_big_gallery.jpeg,0,Normal,226,False
410,15/Normal/9d4065388c9b37afe532e00c684f3b_big_gallery.jpeg,0,Normal,343,False
411,15/Normal/9d3d1ff3d4d1fe6d9cdaa40629e8cb_big_gallery.jpeg,0,Normal,228,False
413,15/Normal/9a8c04cde37dc1b3b3d9113dabf41f_big_gallery.jpeg,0,Normal,344,False
416,15/Normal/990c67b8980eb199c823108a17af3b_big_gallery.jpeg,0,Normal,346,False
418,15/Normal/9781f44de7f61ebf366ede787b5a3b_big_gallery.jpeg,0,Normal,347,True
419,15/Normal/96cdeda9098ec2dbeae7bf01c69b42_big_gallery.jpeg,0,Normal,181,False
420,15/Normal/961dd24d2ff31a99803793f5185252_big_gallery.jpeg,0,Normal,161,False
421,15/Normal/94f4d6ed41a9098a23de134b178e9e_big_gallery.jpeg,0,Normal,348,False
422,15/Normal/94bb645ee282af5ed13ccddb90d545_big_gallery.jpeg,0,Normal,182,False
423,15/Normal/92ec9e3ff44e877fdb6858779e9049_big_gallery.jpeg,0,Normal,349,False
424,15/Normal/9286343c778b84f94cbe766055c0d8_big_gallery.jpeg,0,Normal,325,False
427,15/Normal/9094621933149f198515d43ef1b886_big_gallery.jpeg,0,Normal,352,False
428,15/Normal/8f675df34c31a18a7db142fbdbc14e_big_gallery.jpeg,0,Normal,353,False
429,15/Normal/8f45af8d7c581cfb2bbb5ac11470b6_big_gallery.jpeg,0,Normal,236,False
430,15/Normal/8eea7f3f747a3d4111b9ece9fd622b_big_gallery.jpeg,0,Normal,354,False
433,15/Normal/8d68cf6be3d8f1eefdd1e96afa7a7b_big_gallery.jpeg,0,Normal,357,False
434,15/Normal/8cb2e1519b70724dc2356f8b6e1d69_big_gallery.jpeg,0,Normal,358,False
436,15/Normal/8c0076174c8a7031570f864eaddc04_big_gallery.jpeg,0,Normal,240,False
438,15/Normal/8b9ebab59544ace905c05e0698c43e_big_gallery.jpeg,0,Normal,246,False
439,15/Normal/8b8bb21922f81d964d555ac066a878_big_gallery.jpeg,0,Normal,360,False
440,15/Normal/8b7471b55c7bb898910e7bba1728a4_big_gallery.jpeg,0,Normal,244,False
441,15/Normal/8af74da86d98df6d59b8dd08308273_big_gallery.jpeg,0,Normal,361,True
443,15/Normal/8abf4540607e91a8915b871ada5652_big_gallery.jpeg,0,Normal,362,False
444,15/Normal/8a8810bcaa92190db6fe9d66bb98c9_big_gallery.jpeg,0,Normal,363,False
445,15/Normal/8a34eda68d51592f703a18d26d3b64_big_gallery.jpeg,0,Normal,364,True
447,15/Normal/89d971105faac07256546c5f873df6_big_gallery.jpeg,0,Normal,366,False
448,15/Normal/88ca6f7f145b794330f75d06aadb56_big_gallery.jpeg,0,Normal,367,False
450,15/Normal/863259b8bd4f3c5faf965be4f4d7ef_big_gallery.jpeg,0,Normal,368,False
451,15/Normal/85cd46fcac1a53c2e9d2eab5959898_big_gallery.jpeg,0,Normal,369,False
452,15/Normal/85b1503c56b1cb7b1ef8f2f7ecf25b_big_gallery.jpeg,0,Normal,370,False
453,15/Normal/8568e22318aa23d73fdf5b9b786b41_big_gallery.jpeg,0,Normal,338,True
456,15/Normal/83a738369672849062bf21cc24436f_big_gallery.jpeg,0,Normal,183,False
457,15/Normal/83013fc327babc852e0f2d0f31fad1_big_gallery.jpeg,0,Normal,373,False
458,15/Normal/82b219872db2b50ff0b4d96d3a3300_big_gallery.jpeg,0,Normal,374,True
459,15/Normal/81cafa4e71be888439ad7561af15ba_big_gallery.jpeg,0,Normal,375,False
460,15/Normal/8110b0578bb7daba76edcac86d7d47_big_gallery.jpeg,0,Normal,376,False
462,15/Normal/7fab45149196f1905e926868ffa8ec_big_gallery.jpeg,0,Normal,378,False
463,15/Normal/7f017603fe30a6bdbdd224d07a4bc5_big_gallery.jpeg,0,Normal,250,False
464,15/Normal/7ee57723544719d80ec991bc6516c1_big_gallery.jpeg,0,Normal,252,False
465,15/Normal/7e33aad757b87e007fffef304da26a_big_gallery.jpeg,0,Normal,379,False
466,15/Normal/7e304dd1df4f7806d6d33e033468bf_big_gallery.jpeg,0,Normal,254,True
467,15/Normal/7de711cb04513c3dcedcc4fcf75b55_big_gallery.jpeg,0,Normal,380,True
468,15/Normal/7d9d71985b08be5417c785114848b0_big_gallery.jpeg,0,Normal,381,False
469,15/Normal/7d12744c038ddcf4c6db7a2797f7a8_big_gallery.jpeg,0,Normal,256,False
471,15/Normal/7c74473b50d5e9a4ff9fbc496e3e13_big_gallery.jpeg,0,Normal,382,False
472,15/Normal/7c5f30a0ab66945c91349f055ac85c_big_gallery.jpeg,0,Normal,262,False
473,15/Normal/7bdbd3ede02124c4b267011d466101_big_gallery.jpeg,0,Normal,264,False
474,15/Normal/7ad2d6e6ba3142f8de89593d1e318d_big_gallery.jpeg,0,Normal,266,False
475,15/Normal/7a9ab16bbaa0a43663aa64c5433ebd_big_gallery.jpeg,0,Normal,268,False
476,15/Normal/79ac12e10b3815dcd041c07b06e377_big_gallery.jpeg,0,Normal,184,False
477,15/Normal/79a1ce3974d3f08edd468b78524811_big_gallery.jpeg,0,Normal,383,False
478,15/Normal/794a31db6d677bb07e1c030d988308_big_gallery.jpeg,0,Normal,162,False
482,15/Normal/76da49ce19ad90eea28e0b834d2e1e_big_gallery.jpeg,0,Normal,386,False
483,15/Normal/76015abe5a13564be9eba6379e652e_big_gallery.jpeg,0,Normal,387,False
