idx,path,class_idx,class,group,kept_equalized
89,15_data_copy/Normal/12e4e07ebc568b911ed1ef35fc396e_big_gallery.jpeg,0,Normal,89,False
90,15_data_copy/Normal/1221c482451d0d2cb37502459dda11_big_gallery.jpeg,0,Normal,90,False
91,15_data_copy/Normal/1159c5b207e2dd288f8c5abaf31267_big_gallery.jpeg,0,Normal,91,False
92,15_data_copy/Normal/106b3e85b5bcedf7bda49ae02e59c7_big_gallery.jpeg,0,Normal,92,False
94,15_data_copy/Normal/2c71240008ac94c0f47288007e647e_big_gallery.jpeg,0,Normal,94,False
95,15_data_copy/Normal/2c120e6193f58ba716819493181e0d_big_gallery.jpeg,0,Normal,95,False
96,15_data_copy/Normal/2c0b0071b721194f819e32624a9c97_big_gallery.jpeg,0,Normal,96,False
97,15_data_copy/Normal/2b2c20108104604fc52c19fbe99bb6_big_gallery.jpeg,0,Normal,97,False
99,15_data_copy/Normal/289cb2221cd18d75d7a91c4cd556b8_big_gallery.jpeg,0,Normal,99,False
100,15_data_copy/Normal/28536853371debcc47f80acbcde995_big_gallery.jpeg,0,Normal,100,False
102,15_data_copy/Normal/26b48e851e2db0d7ade9a193949e19_big_gallery.jpeg,0,Normal,102,False
105,15_data_copy/Normal/243860f824c371a6a750e4797bdea0_big_gallery.jpeg,0,Normal,105,False
106,15_data_copy/Normal/23ecc94d2d41929a53ac54ffd4740c_big_gallery.jpeg,0,Normal,106,False
107,15_data_copy/Normal/23c8918cecaaa069eb7323e9fe38b9_big_gallery.jpeg,0,Normal,107,False
108,15_data_copy/Normal/22fffbabbb32fd068fdc001d8232e5_big_gallery.jpeg,0,Normal,108,False
111,15_data_copy/Normal/2097062eda0167a6909a1d6426760c_big_gallery.jpeg,0,Normal,111,False
112,15_data_copy/Normal/20517579760f422101266f0a37d72e_big_gallery.jpeg,0,Normal,112,False
113,15_data_copy/Normal/2022-06-13 09_38_46-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,113,True
115,15_data_copy/Normal/2022-06-13 09_38_43-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,115,False
116,15_data_copy/Normal/2022-06-13 09_38_42-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,116,False
117,15_data_copy/Normal/2022-06-13 09_38_41-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,117,False
118,15_data_copy/Normal/2022-06-13 09_38_40-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,118,False
120,15_data_copy/Normal/2022-06-13 09_38_38-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,120,False
122,15_data_copy/Normal/2022-06-13 09_38_36-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,122,True
124,15_data_copy/Normal/2022-06-13 09_38_33-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,124,False
125,15_data_copy/Normal/2022-06-13 09_38_32-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,125,False
129,15_data_copy/Normal/2022-06-13 09_38_28-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,129,True
131,15_data_copy/Normal/2022-06-13 09_38_26-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,131,False
132,15_data_copy/Normal/2022-06-13 09_38_25-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,132,False
133,15_data_copy/Normal/2022-06-13 09_38_24-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,133,False
134,15_data_copy/Normal/2022-06-13 09_38_23-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,134,False
135,15_data_copy/Normal/2022-06-13 09_38_22-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,135,False
136,15_data_copy/Normal/2022-06-13 09_38_21-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,136,False
137,15_data_copy/Normal/2022-06-13 09_38_19-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,137,True
138,15_data_copy/Normal/2022-06-13 09_38_18-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,138,False
139,15_data_copy/Normal/2022-06-13 09_38_17-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,139,True
141,15_data_copy/Normal/2022-06-13 09_38_15-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,141,False
142,15_data_copy/Normal/2022-06-13 09_38_14-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,142,False
143,15_data_copy/Normal/2022-06-13 09_38_13-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,143,False
146,15_data_copy/Normal/2022-06-13 09_38_10-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,146,False
147,15_data_copy/Normal/2022-06-13 09_38_09-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,147,False
148,15_data_copy/Normal/2022-06-13 09_38_08-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,148,False
150,15_data_copy/Normal/2022-06-13 09_38_06-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,150,False
151,15_data_copy/Normal/2022-06-13 09_38_05-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,151,False
152,15_data_copy/Normal/2022-06-13 09_38_04-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,152,False
153,15_data_copy/Normal/2022-06-13 09_38_03-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,153,False
154,15_data_copy/Normal/2022-06-13 09_38_02-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,154,True
155,15_data_copy/Normal/2022-06-13 09_38_01-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,155,False
156,15_data_copy/Normal/2022-06-13 09_38_00-Normal MRI brain _ Radiology Case _ Radiopaedia.org.jpg,0,Normal,156,False
158,15_data_copy/Normal/4d28e9ebf23d65b70d748c87238f39_big_gallery.jpeg,0,Normal,158,True
159,15_data_copy/Normal/4cb0276ecaa08453cf1b4059649ad0_big_gallery.jpeg,0,Normal,159,False
160,15_data_copy/Normal/4c3ebfe39ef09540274c7c9ed51cd6_big_gallery.jpeg,0,Normal,160,False
163,15_data_copy/Normal/4a3250a1f048e7c7dd584ad1aa0045_big_gallery.jpeg,0,Normal,163,False
164,15_data_copy/Normal/4a00b3311bb014944bde02f18b51f9_big_gallery.jpeg,0,Normal,164,False
165,15_data_copy/Normal/493cbbe84f5ecf35cb76dd3b795930_big_gallery.jpeg,0,Normal,165,False
166,15_data_copy/Normal/48df454fc4277961d5654f37b384ad_big_gallery.jpeg,0,Normal,166,True
167,15_data_copy/Normal/48b976d9fcb2ede3d754982aa01a6d_big_gallery.jpeg,0,Normal,167,True
168,15_data_copy/Normal/47b0cd34d521cd413b486df272cecf_big_gallery.jpeg,0,Normal,168,False
170,15_data_copy/Normal/46a4fe716797fec7a3a60f07e81bb7_big_gallery.jpeg,0,Normal,170,False
173,15_data_copy/Normal/462bf7ce2697597ba59928335c7e30_big_gallery.jpeg,0,Normal,173,False
176,15_data_copy/Normal/459b412b555b49ef633988d6136440_big_gallery.jpeg,0,Normal,176,False
177,15_data_copy/Normal/45291522c51ebfabca5224d12f0b09_big_gallery.jpeg,0,Normal,177,False
179,15_data_copy/Normal/43d072fe7ae1c89d0f26a7d7652a63_big_gallery.jpeg,0,Normal,179,False
180,15_data_copy/Normal/43924c4bc142364948a7d8796c122f_big_gallery.jpeg,0,Normal,180,False
181,15_data_copy/Normal/4365ad5cb1e353c6fc42120524ecd1_big_gallery.jpeg,0,Normal,181,False
182,15_data_copy/Normal/4357c5aee56daa3808122bf7647559_big_gallery.jpeg,0,Normal,182,False
183,15_data_copy/Normal/431c7733ee1285a0de3bf98bc387f8_big_gallery.jpeg,0,Normal,183,False
185,15_data_copy/Normal/4291d1bc3448e6902b5b593193f0d9_big_gallery.jpeg,0,Normal,185,False
186,15_data_copy/Normal/403d07bb7255a9e55e4ce5e24ab05b_big_gallery.jpeg,0,Normal,186,False
187,15_data_copy/Normal/3ed3bfb145f801d671a0ad1bada7e6_big_gallery.jpeg,0,Normal,187,False
190,15_data_copy/Normal/3cf70ea945457ac42802ec7eb183f1_big_gallery.jpeg,0,Normal,190,False
191,15_data_copy/Normal/3ce3f66fb744a27d1aa165bc2306e6_big_gallery.jpeg,0,Normal,191,False
192,15_data_copy/Normal/3bd3834828e91c13e7a485aac0329e_big_gallery.jpeg,0,Normal,192,False
193,15_data_copy/Normal/3aaed2112a5dd6fcd60503fc329c8c_big_gallery.jpeg,0,Normal,193,False
194,15_data_copy/Normal/39918895cb4e8adb76404cb6a8c31a_big_gallery.jpeg,0,Normal,194,False
196,15_data_copy/Normal/391ebd4b36f084b2c97d5a1721419b_big_gallery.jpeg,0,Normal,196,False
198,15_data_copy/Normal/385e75260a7f1c893ca133f598aeb8_big_gallery.jpeg,0,Normal,198,False
200,15_data_copy/Normal/381027120a1202abc26fdc4a4c0a52_big_gallery.jpeg,0,Normal,200,False
201,15_data_copy/Normal/372b68c5fdc28bd33648d7e9d71538_big_gallery.jpeg,0,Normal,201,False
203,15_data_copy/Normal/363024ecd89251ccc221453d05450a_big_gallery.jpeg,0,Normal,203,False
204,15_data_copy/Normal/35b06a994ca05d4b9cb985c188c438_big_gallery.jpeg,0,Normal,204,False
205,15_data_copy/Normal/3514395dabe753723be4e3d6c17ecc_big_gallery.jpeg,0,Normal,205,False
206,15_data_copy/Normal/350fc6bb2f528ca7c62b2450be826e_big_gallery.jpeg,0,Normal,206,False
211,15_data_copy/Normal/31046643548e2b1e139879263c152a_big_gallery.jpeg,0,Normal,211,False
212,15_data_copy/Normal/303afa9591eb4a737a6de15d6a13af_big_gallery.jpeg,0,Normal,212,False
214,15_data_copy/Normal/2fd7c8e4fffb33a31b13858642d4e4_big_gallery.jpeg,0,Normal,214,False
215,15_data_copy/Normal/2fc3451d86e463df2f055dad8e0f9e_big_gallery.jpeg,0,Normal,215,False
216,15_data_copy/Normal/2eb122e014f12ee778d7e113dfee04_big_gallery.jpeg,0,Normal,216,True
217,15_data_copy/Normal/2e4402ba739496789f102b220ff949_big_gallery.jpeg,0,Normal,217,False
219,15_data_copy/Normal/2d6f3fb828f832146423d07bef06c0_big_gallery.jpeg,0,Normal,219,False
220,15_data_copy/Normal/2cc8ddb8f9e6e34f6dd051e673a5df_big_gallery.jpeg,0,Normal,220,False
221,15_data_copy/Normal/75f53306dd1c0b3b73b28c2bb531a0_big_gallery.jpeg,0,Normal,221,False
222,15_data_copy/Normal/75c7c5e098de58c3dd0d64d5380050_big_gallery.jpeg,0,Normal,222,False
223,15_data_copy/Normal/750d0cdce00628efec3526ff1aba32_big_gallery.jpeg,0,Normal,223,True
224,15_data_copy/Normal/74e30b56c2af03bf2d26c88aa97de2_big_gallery.jpeg,0,Normal,224,False
225,15_data_copy/Normal/73c1e0f071cb1bff6b3cfd76c4ef53_big_gallery.jpeg,0,Normal,225,True
227,15_data_copy/Normal/722a58fbda7b0d9e91e2ae40fc176b_big_gallery.jpeg,0,Normal,227,False
228,15_data_copy/Normal/71c4aa7970deca5d6957e1fa03400d_big_gallery.jpeg,0,Normal,228,False
229,15_data_copy/Normal/704fc73dbc2472405a02a4c35477cf_big_gallery.jpeg,0,Normal,229,False
231,15_data_copy/Normal/6fce4321323991cbdd685fecd460c0_big_gallery.jpeg,0,Normal,231,False
233,15_data_copy/Normal/6f4f7d363f0e241d0d84ac86f8efe8_big_gallery.jpeg,0,Normal,233,False
234,15_data_copy/Normal/6f18681e6bd596aca981a3347e9738_big_gallery.jpeg,0,Normal,234,False
235,15_data_copy/Normal/6e50bdec5a119f23dd4b4754beb247_big_gallery.jpeg,0,Normal,235,False
236,15_data_copy/Normal/6c8490a0808ce5a4ef975357f3788f_big_gallery.jpeg,0,Normal,236,False
238,15_data_copy/Normal/69e42b195b1d799c8c8d34dc67bc32_big_gallery.jpeg,0,Normal,238,False
240,15_data_copy/Normal/6739b8f05c75b4cdd8b3a28a2cfe9f_big_gallery.jpeg,0,Normal,240,True
241,15_data_copy/Normal/66e78854f5530fac5c6d10b53f0051_big_gallery.jpeg,0,Normal,241,False
242,15_data_copy/Normal/64ee4762dc0d2e0ca0333f466f69a5_big_gallery.jpeg,0,Normal,242,False
243,15_data_copy/Normal/64667ede8229dc935e2c5d43e2efd6_big_gallery.jpeg,0,Normal,243,False
244,15_data_copy/Normal/645bc336660ae7f0f5736e846811cd_big_gallery.jpeg,0,Normal,244,False
246,15_data_copy/Normal/624bff8e1ec7a4b564b89b71d3feaa_big_gallery.jpeg,0,Normal,246,False
247,15_data_copy/Normal/618411153b41755ecdc055c3802bfd_big_gallery.jpeg,0,Normal,247,False
248,15_data_copy/Normal/615a26e1441ebfb9b81636d10ae4ec_big_gallery.jpeg,0,Normal,248,False
250,15_data_copy/Normal/61355fa5f39f4d05c8137890137491_big_gallery.jpeg,0,Normal,250,False
251,15_data_copy/Normal/61307369a0df9541bd8b17a5f8a6e6_big_gallery.jpeg,0,Normal,251,False
252,15_data_copy/Normal/5fdaf5ee194e97df8f938149000c11_big_gallery.jpeg,0,Normal,252,False
253,15_data_copy/Normal/5ee7e6c6be82ca0dbe218248c9a121_big_gallery.jpeg,0,Normal,253,False
254,15_data_copy/Normal/5e9cd5dd601cdb23c833d497200c0c_big_gallery.jpeg,0,Normal,254,False
256,15_data_copy/Normal/5e473c40246f56e2fabb61d624c60e_big_gallery.jpeg,0,Normal,256,False
257,15_data_copy/Normal/5d4c2d03fe21146d7712d21b43db9e_big_gallery.jpeg,0,Normal,257,False
259,15_data_copy/Normal/5b517553a56210cd6791c95420bccb_big_gallery.jpeg,0,Normal,259,False
260,15_data_copy/Normal/5b112f4fd9ab0666d7c6113062cffd_big_gallery.jpeg,0,Normal,260,False
261,15_data_copy/Normal/5b09d50deb88260614d314b5964b1c_big_gallery.jpeg,0,Normal,261,False
262,15_data_copy/Normal/5ad1de1f6734d09400600ee2b86c3c_big_gallery.jpeg,0,Normal,262,False
264,15_data_copy/Normal/59642fc8162289ea807173ab835913_big_gallery.jpeg,0,Normal,264,False
265,15_data_copy/Normal/58a2fd81a484de172a4a6bf0e7fc9e_big_gallery.jpeg,0,Normal,265,False
266,15_data_copy/Normal/57fd8f75186ec3b21369c7b50bbf41_big_gallery.jpeg,0,Normal,266,False
267,15_data_copy/Normal/575df1090955e0161f9a97ee6129f5_big_gallery.jpeg,0,Normal,267,False
268,15_data_copy/Normal/569de86b9a5b7ec8ca34f54a68d35c_big_gallery.jpeg,0,Normal,268,False
270,15_data_copy/Normal/55a6be596e02617baa9601fa44c7b2_big_gallery.jpeg,0,Normal,270,False
271,15_data_copy/Normal/554b332cb75e3feffa29a2697da324_big_gallery.jpeg,0,Normal,271,False
272,15_data_copy/Normal/55162aa2984b981cfd08e432b0531e_big_gallery.jpeg,0,Normal,272,False
274,15_data_copy/Normal/537948012ae2b1f1ff4ad4b0582642_big_gallery.jpeg,0,Normal,274,False
275,15_data_copy/Normal/5374e71b3696a3a6ff991cba2a9095_big_gallery.jpeg,0,Normal,275,True
276,15_data_copy/Normal/5129dda1a7ee3fd97ca4c5d64e75e8_big_gallery.jpeg,0,Normal,276,False
277,15_data_copy/Normal/50dd7abd799366c582f71f37dd0588_big_gallery.jpeg,0,Normal,277,False
278,15_data_copy/Normal/50bf7b3ff360e8769a7ce041d70407_big_gallery.jpeg,0,Normal,278,False
279,15_data_copy/Normal/4f850e11cb15d06b5ae61a19432203_big_gallery.jpeg,0,Normal,279,True
282,15_data_copy/Normal/4dfc2b0b80281fd38a33fede26e5a6_big_gallery.jpeg,0,Normal,282,False
284,15_data_copy/Normal/4dbe06f6432d5aef18c82558608a1c_big_gallery.jpeg,0,Normal,284,True
285,15_data_copy/Normal/961dd24d2ff31a99803793f5185252_big_gallery.jpeg,0,Normal,285,False
287,15_data_copy/Normal/94bb645ee282af5ed13ccddb90d545_big_gallery.jpeg,0,Normal,287,False
288,15_data_copy/Normal/92ec9e3ff44e877fdb6858779e9049_big_gallery.jpeg,0,Normal,288,False
290,15_data_copy/Normal/920be8b0da561e245f108c5d026bb8_big_gallery.jpeg,0,Normal,290,False
291,15_data_copy/Normal/90ca102c87be4f399f8266ce6d96d6_big_gallery.jpeg,0,Normal,291,False
292,15_data_copy/Normal/9094621933149f198515d43ef1b886_big_gallery.jpeg,0,Normal,292,False
293,15_data_copy/Normal/8f675df34c31a18a7db142fbdbc14e_big_gallery.jpeg,0,Normal,293,False
296,15_data_copy/Normal/8ed9fd5133d98cd0966acf0126fe07_big_gallery.jpeg,0,Normal,296,False
297,15_data_copy/Normal/8dea160612f98fbc01bea3f1ee7860_big_gallery.jpeg,0,Normal,297,False
298,15_data_copy/Normal/8d68cf6be3d8f1eefdd1e96afa7a7b_big_gallery.jpeg,0,Normal,298,False
299,15_data_copy/Normal/8cb2e1519b70724dc2356f8b6e1d69_big_gallery.jpeg,0,Normal,299,False
300,15_data_copy/Normal/8c519b3dc386c4d06a18394154ba33_big_gallery.jpeg,0,Normal,300,False
301,15_data_copy/Normal/8c0076174c8a7031570f864eaddc04_big_gallery.jpeg,0,Normal,301,True
302,15_data_copy/Normal/8bd2d753fdcaa8c1d0ad112f771802_big_gallery.jpeg,0,Normal,302,False
304,15_data_copy/Normal/8b8bb21922f81d964d555ac066a878_big_gallery.jpeg,0,Normal,304,False
305,15_data_copy/Normal/8b7471b55c7bb898910e7bba1728a4_big_gallery.jpeg,0,Normal,305,False
306,15_data_copy/Normal/8af74da86d98df6d59b8dd08308273_big_gallery.jpeg,0,Normal,306,False
307,15_data_copy/Normal/8ac166bedcde320753ef67ca20664c_big_gallery.jpeg,0,Normal,307,False
309,15_data_copy/Normal/8a8810bcaa92190db6fe9d66bb98c9_big_gallery.jpeg,0,Normal,309,False
310,15_data_copy/Normal/8a34eda68d51592f703a18d26d3b64_big_gallery.jpeg,0,Normal,310,False
312,15_data_copy/Normal/89d971105faac07256546c5f873df6_big_gallery.jpeg,0,Normal,312,False
313,15_data_copy/Normal/88ca6f7f145b794330f75d06aadb56_big_gallery.jpeg,0,Normal,313,False
314,15_data_copy/Normal/8880896adeb99a4fd671bcc59f36e2_big_gallery.jpeg,0,Normal,314,True
315,15_data_copy/Normal/863259b8bd4f3c5faf965be4f4d7ef_big_gallery.jpeg,0,Normal,315,False
316,15_data_copy/Normal/85cd46fcac1a53c2e9d2eab5959898_big_gallery.jpeg,0,Normal,316,False
318,15_data_copy/Normal/8568e22318aa23d73fdf5b9b786b41_big_gallery.jpeg,0,Normal,318,False
319,15_data_copy/Normal/853621bec2f97e42a46017f6508d90_big_gallery.jpeg,0,Normal,319,False
320,15_data_copy/Normal/841129745aa400a33990b515a1275e_big_gallery.jpeg,0,Normal,320,False
321,15_data_copy/Normal/83a738369672849062bf21cc24436f_big_gallery.jpeg,0,Normal,321,False
323,15_data_copy/Normal/82b219872db2b50ff0b4d96d3a3300_big_gallery.jpeg,0,Normal,323,False
324,15_data_copy/Normal/81cafa4e71be888439ad7561af15ba_big_gallery.jpeg,0,Normal,324,False
